;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;Bronchial Epithelial Cell;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;tpm.Keratocytes%2c%20donor1.CNhs11337.11527-119I6;tpm.Keratocytes%2c%20donor2.CNhs12095.11607-120I5;tpm.Keratocytes%2c%20donor3.CNhs12921.11688-122I5
chrX:107641254..107641280,-;0;0;2.25319054;1.760167586;0;0;0;0.086269219;0;0.296603741;0.037807731;1.655268577;0;0;0;0.197987968;0;0;1.28336725;0;0;0.236126519;0.925510793;0;0;0;0;0;0.288769375;0;0.06145639;0.086883614;0;0;3.128877607;0;0;0;0;0.027375719;0;1.284223482;0.038271483;0;0;0.085046853;0;0;0;3.538966927;0.087789509;1.007639035;0;0;0;0.0926245;1.709907065;0;0.391742566;0;0.287519785;0.105459808;0;0.473785045;0;0.528367737;0;0.752890745;0;0;0;0.73459324;0.025657331;0.222606683;0.095607568;0;0;0.144208854;0.496118081;1.38717081;1.475415089;0;0;0;0;0;1.516709956;2.763496618;0;0;0.045624808;0;0.806398586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.71404545;0;0;0.980106308;0;0;1.072507848;1.042942422;0.377005513;0.775400949;0;0.224991765;0.427470736;0;0.436094052;0.042210171;0.238294537;0;0.40971654;0.500863128;0.288329618;0.158911648;0;0;0.750765591;0;0.017960673;1.202282072;0;3.111969896;0;0.214413646;0;0;0;0;0;0.122988439;0;1.130710688;3.240595581;0.325808305;3.119804356;0.754048635
chrX:107681633..107681692,-;8.8974889;0;8.181806499;25.70815503;0;0.076586394;0.427762246;3.677109458;0;0;0.132825479;0;0.265938117;0;114.5681406;15.29411367;0.26707354;0.129271716;39.74627266;0;0;0.116752543;16.14645693;0;12.95548019;4.675856116;0;0.87060264;2.385254397;15.22389991;0;0.434418072;7.075145555;2.49455221;15.53199855;0;0;0;0;4.527580772;0;8.129156912;4.836328536;1.85419853;2.894214578;1.296738924;4.824358011;2.809564541;2.141097024;44.92790186;1.482622948;12.19983878;0;0.1670554;1.17245671;0.832641151;23.15474735;1.737477494;7.294069405;100.7790829;9.784213423;5.969553597;3.933143483;5.471185796;11.77618104;4.467112185;8.832862069;28.32467735;6.587723512;11.06666291;1.671447866;14.17841789;5.503142422;4.076317152;5.960764799;4.817496049;0.723821706;0;9.465882563;15.17662576;66.04640232;0;0;0;0;11.35350537;65.51875204;9.183322408;2.750933214;4.876551028;29.5350803;0.103210749;28.31820622;0.127862562;0;0;0;0.002880221;0.037442877;0;0;0;0;0;0;0.016375802;0.049100985;0;0.024590125;0;0;0.028969304;1.51474796;4.171621964;0;26.75936042;0;0;1.342565741;3.670667072;0.172277839;2.748101784;1.987946976;1.674289014;1.498870891;0;42.39762423;3.246363339;3.984152822;14.19711704;8.747903494;1.27662884;0.721681401;20.86970614;7.272130998;0;1.18002053;1.928347114;0.119519342;5.95388584;0;10.9756749;0;0.428827292;0.721879482;2.273543985;6.639829828;0;1.547603909;2.213791894;3.774491827;16.92925835;29.07277178;9.122632549;9.359413068;11.81342862
chrX:107682673..107682697,-;0.618788256;0;4.322947471;4.567713186;0;0;0;0.097784381;0;0;0;0;0;0;6.098934536;0.197987968;0;0;9.760197513;0;0;0;2.618951187;0;1.77866237;0.794719651;0;0;0.255698726;1.691544435;0;0;0.087753005;0.117473416;1.615697344;0;0;0;0;0.346169619;0;2.595230104;0.120251104;0.264107475;0;0.042523426;0.090315479;0.169917515;0.082003661;17.3243171;0;3.17277088;0;0.025583946;0;0.056817752;8.515528562;0.330318579;0.217483248;2.488372417;0.55292414;0;0.427938988;0;0.575732694;0.134788321;0.213868142;3.544172719;0.617599079;0.705391986;0.051790166;1.656816693;0.051314662;0.400942209;0.047803784;0.408079392;0.130690499;0;0;4.407425935;10.81729953;0;0;0;0;1.598825602;5.048408608;2.351025192;0.165698688;0;2.282084562;0.051605374;9.577463913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.243199971;0.195489534;0;3.34770423;0;0;0.141326985;0;0;0.134276439;0;0;0.061067248;0;1.889740893;0.557311517;0.090806687;0.434569759;0.087697554;0.026978824;0.031600441;0.158911648;0;0;0.067030439;0;0;0.138201445;0;4.187453466;0;0;0;0;0.069359791;0;0;0.245976877;0;7.323469189;6.296014271;0.651616611;1.039934785;0.251349545
chrX:107683009..107683088,+;15.61646548;0;9.149397169;11.46778872;0.046072915;0.348595296;1.58211454;4.818421752;1.136780378;1.354126897;1.290807583;1.966077541;3.143901205;0.151602064;42.4241672;17.63857771;1.068294161;3.490336325;29.83994694;0;8.143295217;3.242790258;12.05978602;0;3.588250157;1.23073422;0;4.056315144;13.60904758;20.29853322;0.122912779;2.780275663;13.04631705;10.39231904;15.48238434;0;0.160853921;0;0.336593418;3.451150285;0;6.331213148;5.386651572;2.156813673;2.060103365;5.664699413;7.43637644;3.226312532;3.495989552;25.92421923;3.031652812;6.957673394;2.410258948;1.972955684;2.9563318;3.885226378;10.21814368;3.847097429;8.616681683;21.15116555;10.27155279;15.90218143;6.670654604;3.754845621;14.27124437;3.359399261;9.461641593;11.89425421;6.175990792;7.779642177;2.255302251;8.591251896;7.662467011;4.792913848;9.480532128;4.888239926;3.53366743;0.680623241;9.839805422;8.211226353;16.16185385;0.107050262;0.391943666;0;1.081192052;5.826638925;44.93356047;49.78406962;7.59000489;9.557877807;21.88401937;0.103210749;8.857813048;7.049030758;0;0;0;0;0;0;0;0;0;0;0;0.01091133;0.049100985;0;0;0;0;0.313471771;11.68224415;9.798405469;0;7.187624666;0;0;1.694100117;4.089663341;8.198590483;3.514486422;3.053528324;4.305215522;4.219779105;0;9.353968918;5.575292958;7.628883097;19.3961893;9.271321094;2.38943302;1.721150642;6.958231964;5.330365663;0.116679839;2.083724044;3.062668945;1.235559012;6.769133367;0;9.847771735;0;3.187133343;1.057491633;5.289984715;14.37011743;0.619446752;0.8862889;3.689653156;6.519576791;5.622653204;9.258844516;9.122632549;4.159739141;6.786437718
chrX:108297392..108297444,+;31.86727662;63.60239371;13.15359844;72.80881748;28.69086194;10.33779746;263.3553948;10.63325311;23.23916629;31.6003328;16.25129071;246.9178807;19.35702679;55.88872367;57.6667372;113.6162938;18.96222136;26.37143001;21.02166427;34.44693655;24.73586814;84.66065376;44.85871626;76.34067133;11.51157163;31.08351293;196.5288874;45.9069182;29.86712381;9.021570318;82.03309596;18.67997711;64.08191582;20.59084913;139.7092472;91.43458741;67.29851628;34.13615528;94.17609416;12.53110891;3.816427304;44.82565245;45.35948468;26.46405685;61.16769313;117.4367858;73.1224741;48.46851195;36.91258342;54.72075119;32.5853644;108.8080725;141.218535;102.5939867;111.5661118;44.41076197;51.36752138;64.65471844;148.2115214;125.6628071;40.44933723;57.85527129;56.36594998;1020.85099;55.15956405;264.2205307;61.45001769;54.21693448;89.34600013;46.15011602;226.9116034;292.611572;181.6505365;129.0934475;71.56917934;35.66324139;37.04445201;99.00698259;90.78033031;200.8176025;85.44670176;88.75759614;41.82558378;58.44668111;103.3301954;101.9385619;86.7813591;57.1765546;29.59675925;51.06702561;55.47623285;26.90261165;89.01441992;268.6786644;5.872008787;0;58.88616658;67.24806065;26.27789604;22.11503452;14.6869997;28.6555335;41.42847311;3.203935135;18.60230719;58.52378235;30.07064068;41.67111424;17.36894353;47.77548897;35.74177165;119.4345064;122.6315882;72.3212032;15.42055647;82.054881;64.15808243;39.4976647;74.26748769;62.73379299;55.4422719;84.55684459;35.05413526;17.72867204;147.5022417;11.26271835;92.11499462;39.18811357;85.88894129;37.48628821;50.94732326;26.94020169;67.82205622;78.28267327;96.31472313;45.31485708;39.61741325;44.57884798;16.19727771;39.6944624;48.35037929;65.22096229;15.37971647;440.7530286;90.91895284;51.50909413;78.92927671;244.3465572;49.61130452;14.38964731;53.52915681;92.15126065;15.92521257;56.36483682;19.75876092;30.16194541
chrX:108297439..108297456,-;1.832704682;1.972402978;0;5.380444624;0.100046864;0;17.15077621;0.073338286;0.617655001;1.163070194;1.176898815;9.929282611;1.184882476;1.070343368;1.153340245;9.235167009;1.335367702;0;0.601358351;0.064953436;1.747681497;3.991296022;0.694477189;2.069845275;0;2.216682581;2.119244232;4.66804807;4.330784305;0.563848145;3.063106553;0.608185301;2.53477775;0.37121787;4.287036346;5.698548263;1.574634677;2.968361329;2.418241767;0.555868228;0;1.498467429;2.573866006;0.682245624;0.316654887;3.738149814;1.956646717;1.91796688;1.447146357;1.021658789;2.532830823;1.083433743;5.68864282;7.55834993;6.941739458;1.929064532;1.696151291;6.50265421;3.475879095;6.220931043;1.59588437;1.64472277;1.453694157;37.72128893;4.0749674;27.52893291;1.20196052;2.584520641;0.823465439;1.892939587;18.26079026;7.683356493;3.600636517;4.567492278;1.551158735;1.11760152;2.308884801;4.424140849;2.047845065;22.32277543;2.78036536;2.423306636;5.037808527;9.595723765;3.70125271;8.315382537;4.620925502;0.95982072;3.972707205;1.988942018;2.8724238;0.258026872;5.25092026;12.43874154;0;0;0.492377044;0.612138189;0.31608072;0.2126043;0.32069278;0.334791653;0.392153177;0;0.658460212;1.677630795;1.146797952;1.201637432;0.281635881;1.585654392;0.846301424;4.317897218;4.747945797;3.348357911;0;1.353053802;2.590489131;0.635974998;3.442823336;2.934809238;0.344555679;2.182910095;3.608230872;0.913961271;9.630723274;0;0.581458736;1.485502321;3.46358099;1.061198159;0.438487771;1.537991143;1.424508285;5.855437044;3.187458398;2.864437458;2.379422033;1.247754015;0.315252372;2.995497694;0.617036686;0.870222032;0;18.25364363;4.358722308;2.431145834;1.661578493;6.366209933;1.772577801;0.245976877;0.686271241;2.629017645;0;1.629041527;1.039934785;2.513495451
chr10:102106235..102106274,+;0.660388303;0.354177726;0.639674693;1.164174174;0.218093934;0.42518169;0.899033919;1.123400721;1.052321871;0.273258973;0.647090601;0.292759734;2.381604001;0.173405648;0.392159636;0.403798052;1.068294161;0.387815147;0.133297322;0.04428828;1.722929038;0.196671203;1.329939121;0.26270768;0.254094624;0.324323761;0;0.090421675;0.489720604;0.563848145;0.702946026;0.260650843;2.118914445;0.508660829;1.109569597;1.273091326;0.619792544;0;0.375452055;0.442188426;0;0.754610163;0.509330701;0.077015337;0.472553181;0.81565071;0.090315479;1.213053055;0.715528383;0.230419887;0.955885893;0.978787502;0;0.884780208;0.688319204;0.339825529;1.855651651;0.775462103;0.699078391;0;0.528601285;0.378226382;1.709591948;0.261649547;1.616384473;0.736181383;1.586923175;0.510449785;0.20586636;2.272225058;0.103580332;0;1.105295087;0.416911045;1.933034431;0.461397719;0.381193887;0.247996679;2.952974773;0.351730242;0.862150614;0.197889452;0.281908808;0.872338524;0.261185628;0.573379185;1.553597779;0.386742197;0.061883176;1.399304877;0.136874425;0.051605374;1.94266373;0.426208539;0;0;0.365206094;0.128569259;0;0.141286529;0;0;0;0;0.131692042;0.047044374;0.018568409;0.024060567;0.107397474;0.027406317;0.013165855;0.252592556;0.629089019;0.908529484;0;0.980106308;0.186783339;0;0.272951454;0.370869137;0.111573538;1.21242873;0.810141948;0.637669331;0.949611841;0;2.859925908;0.635268062;0.323229765;1.277076744;1.61009493;0.455412927;0.214740666;0.158911648;3.560946128;3.923309759;0.698999695;0;0.227714578;2.054290653;0;1.099350291;0;0.214413646;0.360939741;0.492103636;0.34527071;1.077734927;0;1.352872824;0.686271241;1.38619104;2.314711129;0.651616611;1.039934785;0.754048635
chr10:102106649..102106713,-;0.598513168;1.085418369;1.158625623;1.50261447;1.29564612;1.298303218;5.823791795;1.429377354;0.439273784;0.23084627;0.346578994;5.165326209;1.317851534;2.021818037;1.891355558;2.037802646;0.534147081;0;0.03332433;0.153529996;0.813934535;0.663681375;0.447903437;2.82542844;0;1.5894526;0;0.555187527;0.321840023;0.563848145;1.710639031;0.868836145;3.887457852;0.782374826;3.681340631;0.760599567;0.534083329;0;0.855509146;0.264450046;0;0.830049217;0.766821826;1.436060381;3.362494682;2.94807745;4.437220296;1.394111068;3.034315415;0.195050268;1.986496351;1.672151463;0;5.924490157;1.619146749;2.255414366;0.424849725;0.321484748;2.311333934;1.244186209;0.315652673;1.198581419;1.877305138;3.203387915;2.146541908;0.488652617;2.737584094;0.16247566;0.20586636;1.81068466;0.258950829;1.984034774;1.170031762;1.008430146;2.5112252;2.403870797;0;0;3.516507005;2.675951164;1.310903289;0.914819141;1.415439055;1.744677048;1.714951688;3.036938608;2.518014479;0.201375128;0.578930082;3.090861345;2.24191379;1.472861161;7.102200941;1.121498216;1.761602636;9.596285742;1.292675026;0.425134582;0.199830472;0.352459273;0;0.602257022;0.109629938;0.941110924;0.230576246;0.268087156;0.252262375;0.387314719;0.333498138;0.199050052;0.517345129;0.097326974;0.304265033;2.132553467;1.247333332;6.754988973;0.230315773;0.664142857;1.284323718;1.081973056;0.172277839;0.862521833;0;0.995028023;1.327447156;1.317804174;2.423831856;0.288416618;1.471993592;1.735466447;0.350790216;1.737300986;1.179317208;3.486338685;3.449102228;6.235004154;1.31137627;0.113432183;0.176469972;2.067233572;0.252162351;0.994376442;0;2.085638855;0.360939741;0.959576216;2.914416765;0.750125855;0.112486946;2.459768771;0.343135621;1.285882628;0.277765335;0.325808305;5.199673926;0.50269909
chr10:102106829..102106869,+;35.69419344;25.14811842;21.7804307;23.72155049;14.28113367;8.59390909;37.8355115;24.53321558;11.64906056;8.11858912;11.54071746;8.868424307;22.86431802;38.54370204;36.10199826;47.98673421;22.43417739;23.65672398;9.281715061;5.232787899;8.188850266;8.301193138;27.96424748;1.108086785;56.08510433;35.56027946;2.308340037;11.28957135;10.53680614;82.32182915;24.50087958;18.33244265;32.41027129;39.72743738;14.217107;8.78977496;11.8691387;2.968361329;10.73349098;6.165247119;2.745573411;22.65181447;20.08056162;50.22091601;45.84968178;25.49011316;62.66638059;60.05194633;63.18208888;23.18103707;28.45333323;51.46032739;4.306473221;12.18947009;11.35898336;21.14505365;31.73092561;14.38401047;7.619956532;17.41860692;7.813364538;26.5139289;38.45905705;6.145126283;47.39955667;6.804039739;71.14673454;6.924299535;23.88049773;26.05518086;15.7793941;5.916065729;33.37347172;13.16613374;56.91274916;32.0762336;1.295197693;3.582855765;95.13277187;30.09602299;57.41638038;7.37697017;4.96138394;5.234031145;12.19103436;39.35510229;28.24190987;1.658091549;14.10971991;49.28862838;46.78731218;1.81565775;41.22383238;27.11965767;3.816805711;0;17.72493091;0.619744133;0.215962791;0.1417362;0;0.262628532;1.83423916;6.307522189;2.86625985;1.505981756;1.774375573;1.277444796;2.278658979;1.312334798;0.972447741;7.505898916;8.074535153;30.27360866;3.741999996;49.77742353;12.84560642;2.558054405;19.19614793;13.13228046;10.77266059;10.21775458;9.712079591;48.23679602;22.60865968;0;44.48247613;17.91822388;17.20610569;23.55836361;50.36665308;30.18651982;20.25211579;37.63364065;50.10572451;80.30924402;46.83216259;13.4984298;7.468135205;67.81056937;1.032850874;31.93865534;2.900644925;5.304039734;7.581852386;32.83278822;65.69144532;11.72640369;0.8862889;31.48504027;43.2350882;43.60479394;57.86777822;40.07442155;82.15484804;25.88900315
chr10:102106933..102106948,+;17.33765464;7.425971866;9.434044927;9.286164901;9.316700977;14.81221161;20.7676551;20.11548642;9.542469659;7.610207045;9.789416332;8.809096194;9.913484129;13.26649896;15.79954572;6.850054896;11.75123578;9.049020103;1.571851198;3.439061031;2.491308523;3.235598542;8.217806779;0.194019956;17.68715616;4.84564069;0;14.02849786;3.05419125;15.22389991;6.383754594;12.33747325;13.0231759;13.2399009;6.654442588;6.166177251;6.958349537;7.420903322;4.654956169;3.927882556;0;12.61411595;5.041871154;22.66775204;9.528809755;6.365678547;12.84468297;15.10693869;12.82997972;12.09443139;14.60080188;27.12344448;5.10989287;9.935160534;6.29134965;21.71253058;9.679377563;6.038452751;3.0720468;6.220931043;2.776559295;10.12094178;18.37540844;3.104359819;12.28143034;2.23622319;14.64584847;1.638530491;2.264529957;12.54556817;4.430996289;2.646913198;12.68465847;3.69983732;15.25143966;6.954775208;0.631697275;2.134785585;18.08849925;12.57658563;18.09729715;5.284598148;3.655855229;6.106369669;7.831695511;11.42270458;22.40680112;1.101021084;12.10747677;12.9501021;11.06157624;0.696639938;21.67293126;12.28151608;1.761602636;0;8.476155416;0.15825558;0.050058964;0;0;0.220298277;0.240347664;3.864791777;1.35064964;0.634796646;0.688977308;0.830648815;0.82046403;0.516494754;0.319547497;1.148146085;3.807941584;11.02625237;14.17322314;25.32147572;1.533109858;0.438303304;6.837639496;2.146453336;6.05095079;4.647387219;2.978712536;12.23967488;5.446570696;0;16.33473512;5.679564431;7.322865744;13.99399938;29.34189611;14.41949289;8.590434955;7.795012991;30.33377824;32.38049012;12.95862283;3.629829861;3.206060183;22.12138319;0.654607347;19.78081095;0.42582196;4.046984115;9.568079875;13.72463966;10.55826251;5.335006202;0.112486946;16.6034392;14.75483169;28.49813242;30.27642157;8.471015938;15.59902178;14.82962316
chr10:102106957..102106970,+;13.66823883;3.538812764;5.63184618;5.663021943;4.610390244;4.285777438;11.97689044;38.92803393;5.180533809;2.835912706;4.299564944;6.221400724;6.577418623;6.786738346;5.242455239;2.856389018;6.409764968;4.912325199;0.72474105;2.261223395;8.569090138;3.189421369;3.4197361;0.11465687;18.27600459;2.437769293;0;8.728157198;1.554305414;2.25539258;3.499999776;6.516271085;18.99431896;16.45101282;2.621521063;3.512216839;4.102946897;1.484180664;2.604505279;2.092539697;0.636071217;5.824712802;3.344732316;6.426102912;6.6128211;2.235101929;4.838685314;8.539702802;5.775132088;4.780739906;14.9849264;12.64614982;3.792428547;4.821177431;4.360292353;9.753127899;4.305132;2.002885989;1.370515909;3.732558626;1.591059798;12.88836574;7.687753758;1.633490635;6.575666917;1.915669098;6.407590156;0.946775272;1.441064518;7.24311626;1.271289102;1.43266943;9.343860899;1.791123531;5.715113623;3.33537901;0.331750209;0.402055222;4.823334689;5.283580486;6.217300888;1.261964827;1.888635645;0.872338524;3.029003772;1.680736914;9.495256489;1.323757511;8.021156473;22.34995466;9.293900559;0.154816123;8.024302139;3.677979332;0.587200879;0;2.479572584;0.054479878;0.091018073;0.0708681;0;0;0.45960754;1.321713286;1.218957598;0.6107191;0.52309316;0.534495028;0.764826932;0.92582083;0.098516623;0.317263379;2.659799535;19.36325821;0;9.689632659;1.040360747;0.476981249;1.465638789;1.086521305;1.807472982;2.245194493;1.361636568;3.177980351;0.816391698;0;2.907293681;2.930738393;2.928407578;23.8004002;10.00513241;9.838148116;4.809512729;4.233946311;16.19180011;11.08816865;7.773578659;1.134321832;1.551161594;13.38543842;0.415814188;8.530857942;0;3.647583081;8.303731868;3.395463341;6.309841566;0.327609072;0;4.673560665;12.69601796;11.0996576;8.888490735;2.606466442;3.119804356;5.278340447
chr10:102106982..102107015,+;222.0129591;49.59620471;173.1101619;98.88781758;53.14627495;33.93241015;384.6652247;432.9627714;67.97402019;45.76159955;57.73506548;100.8811811;142.8061257;170.9869595;158.3139683;80.92099939;119.3818725;111.432219;7.847755252;28.98481598;95.62743315;27.22922374;76.63741069;2.150319319;123.0135382;24.03925635;4.17310731;98.70980547;19.20035359;110.5142364;69.05461529;87.665567;286.7332287;192.3470151;88.4362667;43.46633223;34.57642981;26.71525196;36.86948964;20.88113595;1.908213652;63.45394057;37.28112444;175.034126;95.57116908;50.46143367;208.3852933;137.8437254;145.4188245;63.96734592;227.3325504;211.8207378;6.202687494;75.90470146;61.93887616;189.688034;54.35561102;46.54081517;18.70285937;39.81395868;19.82662821;196.3873116;143.6224961;23.26078277;163.8406886;9.622261431;134.3882988;6.911345;20.58663597;103.1562447;18.10741723;12.6060445;135.9934892;25.05534373;139.2230351;57.69498249;3.614960104;6.883385985;155.308012;119.8805527;229.0410794;24.43124173;17.78319264;18.31910901;39.44411545;53.04967091;328.0046937;8.257982831;86.33967418;267.1413482;116.507093;2.506978787;210.8471832;96.44172651;5.872008787;19.19257148;34.44899658;0.602438976;0.157209355;0.140836858;0;0.785836578;2.909450756;14.57682435;5.304175045;4.330956578;3.096495472;4.636863475;6.938500149;4.485286281;1.11327341;9.904225149;34.95409862;243.6394266;6.236666661;307.2541749;17.81004443;3.146203749;27.27131993;10.52073613;33.2657035;20.67111245;17.0279333;52.04702288;30.69528473;17.3046266;266.4510142;31.722011;55.91168578;311.1958704;169.4431009;139.9261927;64.6200512;94.71929594;374.7051624;326.6905989;116.909505;23.82075846;17.54168567;302.7102682;3.060981959;240.2333548;0;38.94306847;100.7529292;81.94510891;151.8972847;47.55663706;0.998775846;115.6091322;188.0383201;266.3966222;213.601543;68.09393581;216.3064353;131.7071616
chr10:102107016..102107024,+;3.785509805;0.7375833;1.841071999;2.604017129;0.683402143;1.521253656;6.538908782;2.003578594;1.226808775;0.524826874;0.552018125;1.721775403;3.554647428;2.664627995;3.517209678;1.362693791;2.937808944;1.034173726;0.133297322;0.153529996;0.239624855;0.51789204;1.282982665;0.042781012;0.127047312;0.380162516;0;0.221740513;0.277232776;6.202329594;1.369279641;1.56390506;2.024828451;3.681052464;0.503983822;0.280660094;0.246280021;0;0.359884034;0.027375719;0;1.450754268;0.597425929;1.034260846;0.507737057;0.204460363;4.382542938;2.246661413;1.87983116;0.875272103;1.222520657;2.490272471;0;0.940600888;0.539932478;2.997796245;0.922794968;0.228262791;0;0;0.267944377;4.457656828;1.493458451;0.106067749;3.220518605;0.275207806;2.275600155;0.038522399;0.823465439;1.470146471;0;0;3.109930673;0.121151495;2.502440342;0.34604829;0.065345249;0.154058543;1.342170881;1.534132948;2.785000018;0.428201048;0.195971833;0;0.732944548;1.275896056;6.1980696;0.079581495;0.185649529;1.770447404;1.999153269;0.051605374;1.999980874;0.852417079;0;0;0.354320092;0;0;0;0;0.038793657;0;0;0;0.015031058;0.021348553;0;0.01888489;0.027406317;0.013165855;0.028969304;0.577997535;4.099006804;0;3.34770423;0.523543164;0;0.186166329;0.183412028;0.658037041;0.215630458;0.18383154;0.621896966;0.816391698;0;1.744376209;0.743729997;0.613351239;1.523905281;2.633002417;1.096581022;1.276523371;1.878605683;0;4.926039576;1.92443792;0.453728733;0.10122054;5.927682766;0;2.950941571;0;0;1.547187151;0;2.848113464;0.393859938;0;2.828734086;4.460763068;3.154188867;4.722010703;1.629041527;3.119804356;3.267544086
