;celltypetarget_donor1;celltypetarget_donor2;celltypetarget_donor3;celltype2_donor1;celltype2_donor2;celltype3_donor1;celltype4_donor1;celltype4_donor2;celltype4_donor3;celltype5_donor1;celltype5_donor2;celltype6_donor1;celltype6_donor2;celltype7_donor1;celltype8_donor1;celltype8_donor2;celltype8_donor3;celltype9_donor1;celltype9_donor2;celltype9_donor3;celltype9_donor4;celltype9_donor5;celltype10_donor1;celltype10_donor2;celltype11_donor1;celltype11_donor2;celltype12_donor1;celltype12_donor2
chr11:57382197..57382297,+;32.95630905;11.7939266;59.66978057;0.137112401;0;0.083783182;0.038643468;0.164144671;0;0.09687798;0.05474036;0.41990395;0;0;0.234686888;1.099935859;0.075615462;3.10507472;0.132969058;0.424982596;0.499731974;0.406966204;0;0;1.224606006;0;0;0.116752543
chr11:57425209..57425251,+;7.605302089;1.965654433;3.54473944;4.756481654;4.629422258;3.091045898;3.956481005;8.27086831;8.393244933;5.291174581;5.552216346;1.902462214;3.739280808;3.703101102;4.411927224;3.451780697;4.232629416;5.82242584;4.872498962;4.044110819;4.776740255;4.564163435;5.608544347;3.619608041;6.727683447;8.108473067;4.838052159;5.333179411
chr11:57432751..57432767,+;2.535100696;0.982827217;2.363159627;0.996370235;1.481415123;0.083783182;1.592266411;0.377833062;4.74738167;0.671401413;0.564678164;1.20882595;0.976721477;1.041082705;0.483444893;0.842152247;1.017143727;1.675124359;0.930783408;0.387005854;1.508732194;0.927607274;1.602441242;1.292717158;1.292775071;1.065439832;0.599062139;1.740534176
chr11:57435282..57435333,+;3.802651045;3.931308867;7.680268787;4.19557444;2.8702418;4.055163429;1.908312841;7.314419292;3.10295003;2.37766874;4.771314653;3.566737111;2.890069983;4.414858071;2.24442374;3.029877724;5.582903052;1.950215629;5.259567089;5.39772901;3.672421373;2.106471516;4.006103105;3.102521178;2.686536735;4.656288395;2.012058812;3.974225642
chr11:57435441..57435628,+;29.15365801;38.33026145;27.76712561;56.75973535;42.40550788;42.22633203;31.14526856;43.93332714;54.99261394;45.68712258;34.72629923;22.16736718;49.86343256;45.53510996;37.71750343;37.88226695;41.0196784;30.90206997;44.25413736;40.32319522;43.15000259;28.50675582;22.70125093;38.39369958;56.13484655;34.97892651;31.61073157;35.38839695
chr11:57479677..57479698,-;6.337751741;3.931308867;9.452638507;20.01690133;12.68461699;34.213484;21.23734427;10.17110125;14.71963107;23.01430005;8.180989466;9.436494724;15.06820779;16.93874647;14.92882492;15.46671399;16.45998994;21.15498569;18.6921815;26.65924419;16.40404607;24.27728069;18.42807428;17.96876849;15.09415215;15.38492324;18.87295892;15.23503394
chr11:57479701..57479715,-;3.802651045;0.982827217;1.77236972;2.282171599;2.407299574;3.605693879;3.02657395;1.134230638;2.828357592;2.059308772;1.085789051;1.251075669;3.134629147;1.876497255;1.97406697;2.679662754;2.271872753;1.415341075;1.184882476;3.636191272;2.99567444;3.302221441;6.409764968;4.26596662;2.575128718;1.902770465;2.466556064;3.315047345
chr11:57480046..57480092,+;141.965639;77.64335012;106.9329731;86.23721566;50.36811417;118.7419922;62.3264614;84.08390449;66.72081497;78.2849881;60.79198675;50.06248875;109.010232;80.63228758;53.7714113;55.31425647;65.79687206;61.44493017;60.80423535;94.5380939;67.01873278;63.48785677;57.42081117;76.14104058;74.02219541;36.01456176;55.87919962;75.98797907
chr11:57508923..57508970,+;103.9391286;85.50596785;79.1658475;56.48736037;53.14576752;85.27565362;35.28858536;88.95285852;92.0607442;57.92201205;30.42514465;57.88995261;54.71020043;28.87162205;42.4245785;73.99140455;62.24476563;144.9650893;52.02827751;72.2892055;78.70172363;138.1348457;50.74397267;49.2525237;69.90793617;38.09870742;39.77482938;58.68271648
chr11:57508973..57509018,+;43.09671184;37.34743423;23.04080636;25.22458637;21.01757705;46.42585671;41.13514697;28.60555634;28.52411674;29.79466659;24.04950034;10.96890368;45.7457631;43.07360441;28.61334458;35.56123721;34.40877681;96.05569988;28.65576135;56.94999329;44.46121867;99.13509783;45.13542832;27.66414717;32.21139524;16.11223351;36.99439108;41.18132429
chr11:57509020..57509067,+;20.28080557;23.5878532;26.5855458;22.36130295;26.48029532;67.25404331;81.17960013;118.3930383;36.21742834;36.10161463;93.18201304;11.38563099;89.9328029;112.5890929;121.9521698;83.19538182;92.56328211;135.1079352;67.23958539;132.618717;83.26053778;122.7237543;100.6867247;96.43669996;49.84022371;28.55963362;59.36666287;76.32793692
chr11:57529259..57529338,+;97.60137681;51.10701527;71.48557871;52.22893011;81.57042018;34.79462914;55.24017411;62.18944889;60.27099052;49.60578807;17.17878034;58.98374867;62.29165678;53.50387679;29.35670846;39.4934932;30.87279328;21.36517514;33.11751409;51.00698173;34.98002879;29.62794757;56.88666409;40.33277532;42.62315384;58.43405397;32.18504125;42.35032982
chr11:57539426..57539431,+;2.535100696;0.982827217;1.181579813;0.070093086;0.092588445;0;0.038643468;0.131616056;0.047258366;0;0.082827863;0.076586394;0.010582982;0.061823123;0;0.063134335;0.074771518;0;0;0.04249826;0.047659331;0;0;0.258543432;0.300932576;0.228716951;0.479249711;0.048260436
chr11:57560322..57560327,+;1.267550348;1.965654433;0.590789907;0.033509657;0;0;0.038643468;0.682467068;0.094516731;0.156583661;0.03406457;0.278517735;0.14849544;0.024446095;0.049751601;0.359738076;0.115526331;0;0.132969058;0.04249826;0;0;0;0.129271716;0.066648661;0.054521798;0;0.253736758
chr11:576419..576451,+;2.535100696;8.84544495;3.54473944;2.636093887;2.129534239;2.961999103;0.77828976;1.603740766;3.551124452;2.366220044;0.754672162;1.765138284;1.519941056;3.150692081;1.292589251;0.734951512;0.812507252;3.363750152;0.664845291;3.244369537;3.031073437;2.064884134;1.335367702;0.90490201;1.057984354;1.903364825;1.987306353;3.086179747
chr11:576457..576493,+;26.61855731;21.62219877;35.4473944;21.07720803;20.18428104;27.35811402;17.16901111;18.37232367;17.96324302;21.54758152;28.1372253;25.60668545;20.28032675;27.12229336;14.43419784;16.08946023;13.30993746;39.60559291;15.24682503;26.62685924;29.24591389;32.97353464;14.42197118;11.37591099;14.02111945;34.70525908;14.4398991;15.47290717
chr11:58345569..58345646,-;7.605302089;4.914136083;5.907899067;0.792157256;0.925884452;4.544991823;3.334243407;6.089656695;0.837443833;1.599454686;9.581911015;3.740840611;5.020818128;2.670335354;1.760978847;5.113709861;2.280519813;1.594071079;2.647542117;2.821264957;3.235339786;5.536178768;2.670735403;1.939075736;1.493734655;3.842144027;3.305243058;4.126601316
chr11:58345920..58345978,+;3.802651045;6.879790517;2.953949533;2.248743205;2.592476464;1.777129761;1.973837807;2.377192143;1.428062365;3.072091929;2.545579898;0.303195183;2.367562959;2.194533381;2.152448187;2.587937379;2.199313829;1.738889941;2.490894962;1.776090534;1.425667207;1.284716992;3.204882484;1.809804021;1.102236909;1.300270838;1.05355939;2.571244586
chr11:58346525..58346570,+;6.337751741;0.982827217;7.680268787;3.177931598;5.370129819;3.609240153;3.396611306;5.45870752;4.11464486;5.036036757;5.975282008;5.405334166;2.898297212;4.87508657;3.849604316;4.276803886;3.054361951;5.021759973;3.42167837;4.001868287;3.205364332;4.001243633;5.341470807;2.326890884;3.906361844;8.143333701;4.78854724;3.691182163
chr11:58346618..58346663,+;19.01325522;8.84544495;11.81579813;7.8857553;5.55530671;11.07154077;9.310597134;8.81738953;9.55209541;11.82945265;19.8952172;13.97767066;9.147531181;11.24992746;12.38054025;11.82220117;16.48078226;6.407391383;12.23589289;6.615930761;6.455708492;5.637377554;6.943912049;13.9613453;9.312759644;9.263295331;10.72966371;10.83560553
chr11:58377377..58377407,+;2.535100696;0.982827217;1.77236972;0.44484686;0.740707561;0.167566363;0.387420209;0.297262325;0.327228579;0.433642092;0.758857716;0.445604444;0.167674771;0.247292494;1.038250754;0.567239577;1.061427212;0.585519468;0.398907175;0.639435983;0.261441977;0;0;0.258543432;0.333750105;0.337958667;0.813934535;1.214239668
chr11:58499409..58499422,-;342.238594;30.46764372;102.7974438;0;0;0;0;0;0;0;0;115.6103808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:58499427..58499432,-;17.74570488;1.965654433;4.726319253;0;0;0;0;0;0;0;0;4.507108487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:58499459..58499462,-;10.14040279;0.982827217;0.590789907;0;0;0;0;0;0;0;0;7.397557921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:58695096..58695118,+;15.21060418;0.982827217;4.135529347;0;0;0;0.232353573;0;0;0;0;0;0;0;0;0.083855967;0;0;0;0;0;0;0;0.129271716;0.100479792;0;0;0
chr11:58706920..58706923,+;5.070201393;1.965654433;2.953949533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:58706944..58706968,+;228.1590627;88.4544495;108.7053428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04428828;0;0
chr11:58706971..58706981,+;48.16691323;8.84544495;7.680268787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:58910295..58910390,+;10.14040279;11.7939266;12.40658804;1.825494005;1.851768903;3.426178625;4.954176353;25.6006384;4.313767635;1.585304164;26.23607636;6.03509466;9.289103001;7.216059636;8.530957141;12.45976023;11.37928138;3.936529719;10.17942225;3.085980773;7.998457674;4.191159023;3.204882484;18.35658364;5.895808476;7.070789212;6.465921228;17.96551216
chr11:58910615..58910668,+;1.267550348;4.914136083;3.54473944;1.371344569;1.296238232;0;0.893727402;0.592252905;0.807656821;0.827985075;1.206851649;0.076586394;0.78474005;0.218658309;0.127656038;0.947699285;0.411818221;0;0.398907175;0.482117609;0.284587297;0.197987968;0.534147081;0.646358579;0.601865152;0.675521094;0;0.364305614
chr11:58910718..58910748,+;2.535100696;0.982827217;0.590789907;2.11808017;5.7404836;0;2.553982594;2.054002739;2.147249243;1.261052153;0.13888865;0.139258868;0.828287143;0.209915465;0.51062415;1.682650797;1.098598625;0.081434046;2.346086855;0.361789661;1.058021582;0.197987968;0.534147081;4.007423188;5.597916707;0.535182583;0.958499422;1.429731862
chr11:58939589..58939610,+;5.070201393;14.74240825;3.54473944;0.728211712;1.481415123;0.86085622;1.121153345;1.45103869;0.714031182;0.442024955;0.152285947;2.025591429;0.924839732;0.173954208;0.155808873;0;0;0;0.132969058;0;0.71351462;1.556027794;0;0;0.834628663;0.064953436;0.119812428;0.453029393
chr11:58939616..58939668,+;21.54835592;71.74638682;28.94870543;3.748118159;3.888714697;5.214820588;5.9198421;6.243149141;3.217627003;2.433733575;0.567597558;5.891941599;6.372750894;0.36952297;0.149254803;0;0.193244932;1.105466803;2.103826835;0.128603687;5.554260635;6.501410809;0;0.646358579;2.115461907;0.262375472;0;1.504474863
chr11:58939673..58939697,+;2.535100696;17.6908899;2.363159627;0.4328536;2.036945793;1.055037354;3.249993444;1.123519495;1.002737073;0.886176722;0.106970848;2.207188401;1.216908702;0.161023275;0;0;0;1.057009207;1.571950602;0;1.582260909;2.598197811;0;0.129271716;0.266594643;0.064953436;0;0.497660368
chr11:58977419..58977436,-;2.535100696;0.982827217;2.363159627;0;0;0;0;6.726392079;0;0;0.016013328;0;0;0;0;0;0;0;0;0;0.047659331;0;0;0;0;0.04428828;0;0
chr11:58980342..58980431,-;3.802651045;22.60502598;23.63159627;0;0;0;0;407.8167881;0;0;0.281396941;5.582080103;0;0.145320023;0;0;0;0;0;0;0;0;0;0;0.03332433;0.04428828;0;0
chr11:58980437..58980460,-;1.267550348;3.931308867;3.54473944;0;0;0;0;62.89997749;0;0;0.032026656;0.609944694;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04428828;0;0
chr11:592231..592236,+;3.802651045;0.982827217;1.181579813;0.173695829;0.092588445;0;0.154573873;0.246217006;0;0.029852841;0.375003585;0.719844716;0.118464578;0.256035337;0;0.380459708;0.114420034;0;1.040074369;0.173405648;0.213782645;0;0.534147081;0;0.300932576;0.293472267;0.574309679;0.352879062
chr11:59382856..59382914,+;2.535100696;1.965654433;1.181579813;1.998644221;0.462942226;0;0.311611562;0;1.604111156;1.407250525;0.505614587;0.139258868;0.052383736;0.148092342;0.255312075;0;0.151383822;0;0.785975301;0.151602064;0.142977994;0.135655401;0;0.517086863;1.739993254;0.272807111;0.479249711;0.048260436
chr11:59383146..59383179,-;16.47815453;13.75958103;6.498688973;9.842272198;11.85132098;5.08936416;6.144660623;7.503759591;5.893898106;14.8811491;38.10441247;17.11772133;9.870370965;6.166837639;7.492706386;5.998274811;5.284838546;4.958375157;7.07377771;5.094962918;10.27789343;6.898872558;6.676838509;5.429412062;4.65194574;4.68635397;7.589788127;5.989063694
chr11:59383188..59383261,-;86.19342368;43.24439753;54.35267141;23.93318558;22.12863839;19.41579021;19.19739695;14.62573129;16.3692184;21.63832978;36.78911683;22.74679816;20.72385831;16.36978243;15.69937866;13.50154458;14.68824915;11.78935261;18.39072624;16.71279282;21.01470296;22.22630701;16.82563304;12.79789986;18.30972519;13.54891652;16.73713781;15.53938264
chr11:59436453..59436530,-;35.49140975;30.46764372;29.53949533;14.89429772;24.07299574;39.9994283;15.7712842;36.69643021;13.55002504;18.10863496;43.458801;22.86031967;20.01153621;24.43410566;19.72804499;20.75723809;19.18419282;12.2141913;24.61659388;14.66987197;18.31722486;19.04845466;14.95611826;17.06386648;15.19463194;31.88590105;20.73650298;14.9641557
chr11:59436576..59436603,-;2.535100696;9.828272167;2.953949533;1.389485371;1.203649787;2.487709967;0.272475331;2.398278163;1.18661484;2.027817512;3.199491725;1.942584586;2.362297903;1.211026488;0.973443856;1.246926161;1.578794468;0.455627826;2.901641185;0.411113139;0.927297265;2.068052285;0.26707354;2.714706031;1.001757117;1.071553887;0.813934535;1.047210633
chr11:59436609..59436650,-;5.070201393;12.77675382;5.907899067;5.527343073;2.314711129;8.865641468;2.000518815;4.095533859;4.09201781;5.211062327;7.129969976;5.871869322;5.967322373;4.615040809;4.166813157;2.146966472;4.899915829;3.962563448;9.310573604;2.364277658;2.380215863;3.678590531;0.801220621;8.144118093;5.311271419;2.342285666;3.065618202;2.913302471
chr11:59522837..59522862,+;2.535100696;3.931308867;2.953949533;7.69962509;2.036945793;6.874459848;4.546552857;19.13909612;14.58146717;5.69925522;63.38238761;3.951118834;20.06124104;2.299396614;3.780913707;4.311347181;7.764027682;4.858891881;7.87159206;1.455045521;2.696102745;2.336194937;2.136588323;9.307563535;14.93737941;6.116572299;8.164097806;4.740073405
chr11:59578202..59578274,-;157.1762432;85.50596785;72.66715852;66.34270806;76.10770192;95.93772661;62.79439435;58.69270757;71.08490604;83.27390019;76.11340557;75.24576417;68.47911183;82.47711299;74.04366553;69.92592254;52.94412692;115.2642781;68.07565641;104.7538156;83.63246464;114.9319278;79.32084148;41.75476419;37.32395396;51.83319982;57.65663668;59.34753919
chr11:59950486..59950515,-;3.802651045;8.84544495;21.85922655;0;0;0;0;15.31600216;0;0;0.797278251;0.595522816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:59950519..59950605,-;5.070201393;27.51916207;123.4750905;0;0;0;0;324.8806008;0;0.029852841;15.60788253;5.502835634;0.034922491;0;0;0;0;0.081434046;0;0;0.047659331;0;0;0;0;0.04428828;0;0
chr11:60145997..60146040,+;10.14040279;37.34743423;63.80530992;0;0;0;0;254.3858842;0;0;0.813668426;5.681620532;0;0;0;0;0;0;0;0;0;0;0;0;0;1.200272039;0;0
chr11:60223312..60223353,+;2.535100696;3.931308867;1.181579813;0;0;0;0;0.127545142;0;0;0.023036457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.228716951;0;0
chr11:60361859..60361861,+;25.35100696;11.7939266;20.67764673;8.146640251;1.666592013;11.63666154;0.985933377;1.661898888;2.546367504;8.331937398;4.983513213;0.397353849;4.192419443;2.616691076;14.25219389;9.203997332;6.73415618;20.43600249;5.59927902;12.24672531;2.354326504;26.51940651;0.801220621;0.387815147;1.66621652;6.569238368;7.610590717;2.17931286
chr11:60609537..60609567,+;2.535100696;3.931308867;2.953949533;20.95545033;8.98107918;36.0712035;7.786255161;6.231272667;7.741476662;17.97318394;4.863466127;5.175666848;20.1815788;25.59304175;14.23738897;10.22175265;10.86003712;42.11974762;7.703105856;23.96962594;9.176271979;18.91597351;9.614647452;5.300140346;10.17029121;1.827781631;11.97334303;9.954886869
chr11:60609568..60609594,+;2.535100696;9.828272167;5.907899067;60.50936662;15.18450501;50.84762831;13.56492924;5.318872247;22.47050964;36.21586917;7.789225799;8.032599634;24.14512671;69.78764335;24.85332764;21.28440292;13.04651393;79.05372488;13.74864825;36.87952266;19.19679621;33.55879466;14.42197118;8.661204956;12.19772196;3.465614896;9.961284222;19.3721882
chr11:60673902..60673913,-;1.267550348;2.94848165;3.54473944;0.968926856;0.648119116;3.620752355;1.428887145;0.832599828;0.619514451;2.153484926;1.173566668;0.587094682;5.838428124;4.134991524;1.037277176;1.837510507;0.668596025;1.723962721;2.103826835;1.633873117;1.960804837;2.735339025;1.869514782;1.034173726;0.099972991;0.938292807;1.293184246;0.765445111
chr11:60674000..60674029,-;17.74570488;45.21005197;15.95132748;18.69151495;7.499664058;34.06400184;13.0222419;7.158927717;10.12613091;30.57405734;11.77640875;5.875192833;24.03514303;45.64467739;19.50074811;11.11487126;15.94281953;38.21137936;13.91713445;37.14515669;13.31168888;29.45932746;11.48416223;17.83949677;13.3536521;13.82864356;11.25446847;14.28004103
chr11:60674037..60674079,-;60.84241671;57.00397857;54.94346132;69.07326456;54.99753642;92.99745041;54.09070734;27.23613115;24.26456374;73.80668492;43.90872347;32.46895055;44.44845028;84.19086954;50.73756903;39.82600875;40.10217789;97.46878153;45.29695125;89.80452488;48.13232462;93.41019954;54.75007577;50.28669743;57.48673226;41.12803104;32.99502592;47.1098901
chr11:60681567..60681606,+;6.337751741;1.965654433;9.452638507;2.254809484;1.203649787;6.729088602;6.448652808;3.944035809;2.041530026;2.487183206;5.068865948;10.32960014;18.60468559;18.61489166;4.779861244;2.590560515;4.684371947;15.31107068;7.75046205;11.10400014;8.187719651;10.58107823;7.210985589;7.756302945;5.353244226;7.61052856;9.961284222;4.122971856
chr11:60681611..60681706,+;31.68875871;30.46764372;33.08423477;29.48810883;23.42487663;63.10956492;38.25004785;51.15383708;26.50162095;29.21777478;49.53939406;48.29425142;97.74384463;106.1264396;39.56178716;45.12155912;39.37725217;119.6247872;49.86251591;104.7771841;78.85157171;68.83436701;58.48910534;38.5229713;38.26891304;51.07607833;64.1760127;42.71329086
chr11:60689950..60689985,+;1.267550348;0.982827217;0.590789907;0;0;0;0;0;0;0;0.195030567;0;0.216528377;0.024446095;0;0.167711935;0.057210017;0;0.653006243;0.130907388;0.047659331;0;0;0;0.066648661;0.262573593;0.119812428;0.068492108
chr11:60719802..60719859,-;2.535100696;0.982827217;3.54473944;0.103602743;0.462942226;1.858725163;0.426556441;0.049543721;0.864541957;0;0.04936935;0.188017421;0.640573898;0.680480243;2.130860024;2.249890374;2.205695722;0.909068335;4.872498962;0.319291401;2.28215982;0.197987968;0.534147081;0.258543432;1.025673626;0;1.05355939;0.900815922
chr11:60928885..60928945,-;2.535100696;1.965654433;2.363159627;7.339752591;5.370129819;6.813701069;3.673028741;6.555529789;3.619212073;5.140358578;3.884612897;7.268974195;7.698982202;5.50993205;5.885557449;8.684438455;5.448446321;8.661709248;5.537344254;7.168313637;7.451046394;7.208255117;4.540250186;4.783053483;5.149717778;6.53931646;6.800606052;5.276113856
chr11:60929074..60929172,-;3.802651045;0.982827217;2.953949533;6.565678104;4.073891587;7.236163252;5.192643572;10.62436642;4.524296592;5.770860226;4.616052433;3.815599569;8.514708776;6.985815609;3.537012991;5.428412098;5.27462865;9.766795284;4.763208001;4.678539883;4.718189279;4.795569194;4.273176646;6.851400935;9.556451379;4.759006424;4.813299699;4.799087811
chr11:61062762..61062809,-;2.535100696;6.879790517;1.181579813;0.100528972;0.277765335;3.310046618;0.116915931;0.818885489;0.359704479;0;0.138562442;0.408013353;1.218066498;0;0.774437452;3.466550073;0.948115629;6.059467324;0;0.066605545;0.369014315;0.205810084;0.26707354;0.258543432;0.03332433;0.098810078;0;0.916477311
chr11:61100500..61100672,-;82.39077263;79.60900455;83.30137684;136.4813652;128.6979388;157.4385799;112.6134447;72.9056644;105.6714079;132.3115883;88.00425024;64.37636155;159.3712688;149.4360832;162.4836656;130.2812687;119.1748829;117.3391613;153.112157;169.9964126;132.4810633;146.9429058;106.2952691;97.47087368;96.50857867;102.1321197;125.29931;104.9817918
chr11:61100676..61100734,+;31.68875871;7.862617733;21.26843664;17.14222829;17.59180458;15.10844795;11.24740591;8.868396154;7.201014629;15.31764408;9.6633049;11.08151523;14.60235259;10.67177802;10.23925305;10.2076458;7.810528581;36.19986518;12.98635104;14.67431634;24.51545096;25.24622738;16.02441242;8.919748387;7.613945281;11.69218975;13.35763738;11.73420378
chr11:61102033..61102048,+;31.68875871;8.84544495;2.363159627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61129306..61129330,-;2.535100696;3.931308867;2.953949533;5.419426958;6.758956497;1.617092636;1.36828981;19.80652874;34.02970452;2.899805949;2.609683175;7.702814836;35.04411313;2.23757349;10.53706066;9.561247896;10.99423987;17.9294105;6.72222673;3.763041347;8.303457521;6.276788341;4.006103105;2.714706031;17.79881261;9.251067219;5.29254941;6.635539171
chr11:61129335..61129364,-;6.337751741;9.828272167;8.271058694;30.64150832;20.83240016;11.3125559;8.005232328;106.4048848;155.4866917;15.58840869;14.02154636;17.68571621;231.6976574;13.02826534;41.75493216;37.66713163;46.50179808;45.38534247;24.48362482;29.23709408;30.67428314;17.96989523;14.95611826;15.77114932;51.73262218;40.1034797;11.66341067;23.43742419
chr11:61129723..61129776,-;13.94305383;16.70806268;15.36053757;13.61015385;8.240371619;7.984389648;5.931797101;13.22419762;14.02264269;10.80533409;8.153691676;12.09546156;26.5609555;10.92209105;9.253664029;15.389758;14.96567496;32.51553088;14.78598309;12.54429685;13.05566379;14.26952069;9.881720993;9.695378682;11.97740707;7.605958404;14.89044648;10.99214884
chr11:61129827..61129874,+;24.08345662;36.36460702;23.04080636;37.28544698;26.29511843;38.83197302;20.47854456;132.3814283;93.64783198;29.08851927;24.68121567;25.5987153;81.56364093;58.10642089;56.11101739;51.99067718;54.34480366;32.81397467;55.0984049;46.95942499;36.22450429;31.27814649;30.4463836;44.08165507;44.69459662;51.23195268;36.38242609;36.47049378
chr11:61160093..61160114,+;1.267550348;0.982827217;0.590789907;3.375370159;3.425772471;5.554765564;3.720185327;1.615183361;3.896937557;3.414623701;3.13726413;1.77722129;3.488808768;3.365162301;3.85421123;2.060487369;2.796361212;2.242975364;8.524598303;2.75043033;3.755486359;11.45234177;1.869514782;4.912325199;2.06534914;2.134445383;3.615175422;2.8490452
chr11:61197406..61197464,-;31.68875871;27.51916207;24.22238617;32.49219364;29.44312556;39.56916799;22.51100865;18.85547074;15.12704085;33.21754877;29.90453762;15.68931206;22.7002419;53.28466282;26.24853147;21.01738138;22.38910069;34.54076662;16.17760844;31.40241882;24.31265984;36.60588383;20.83173615;18.74439878;13.39280378;39.75881847;18.43926426;19.34173851
chr11:61197508..61197538,+;3.802651045;2.94848165;2.953949533;2.998935664;4.073891587;11.150331;4.647492422;9.762318564;6.001637197;2.998235726;10.87599685;6.318982;8.312985001;9.532989824;6.599103521;8.938344312;6.723529126;14.68796413;5.791443322;11.57967277;4.922442312;11.34050019;6.943912049;8.919748387;6.999631502;7.61720975;8.907724832;7.455158475
chr11:61197572..61197620,+;22.81590627;23.5878532;19.49606692;22.29007218;20.55463483;32.58750796;37.23244149;28.90669611;33.29815238;14.13248832;29.63493084;19.25383189;27.77861811;25.07602165;27.09453786;29.66313533;27.88635406;24.65713752;22.6694142;29.53072424;24.73065096;34.93118693;34.4524867;20.94201795;32.09621993;30.02723413;22.84362176;25.26896586
chr11:61297083..61297101,-;12.67550348;2.94848165;3.54473944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61298397..61298411,-;44.36426219;0.982827217;15.95132748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61298486..61298500,-;15.21060418;0.982827217;4.135529347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61298510..61298542,-;58.30731602;9.828272167;20.67764673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61298603..61298610,-;2.535100696;1.965654433;1.77236972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:61348483..61348572,-;7.605302089;2.94848165;2.953949533;6.690170368;0.925884452;11.30988301;0.348283978;0;0.141775097;5.624135698;0.097143925;0.386694345;0.403585322;0.061823123;10.24682311;9.553242864;9.679306215;0;0.918944359;0.477718684;0.047659331;1.043655829;0.26707354;0.90490201;0.390484144;0.054521798;0.119812428;0.256358191
chr11:613613..613620,-;1.267550348;1.965654433;1.181579813;0.033509657;0.092588445;0;0;0;0;0;0;0;0;0.061823123;0;0.296603741;0;0;0;0;0;0.135655401;0;0;0;0;0;0
chr11:61520075..61520136,+;22.81590627;41.2787431;9.452638507;0.036583428;0.370353781;0.251349545;14.3155081;0.854714871;0.094516731;0.127794226;0.117871983;0;9.542223367;19.3890443;0.489025385;0.083855967;0.724642863;1.803209449;3.554647428;4.987346459;117.7011636;101.3994235;6.943912049;32.44720066;176.5307485;0.613525625;1.268431786;0.461834513
chr11:615570..615721,-;3.802651045;6.879790517;3.54473944;2.223851214;0.740707561;17.78163202;0.313089851;1.561607421;2.872020368;0.275995025;2.616707572;0.771857686;4.470976113;0.306343298;0.90209349;3.338627706;1.373300609;2.682423344;1.306012486;0.40428792;0.535137629;0.531631338;0.26707354;0.775630295;1.092322287;0.945766477;1.148619358;0.445770472
chr11:61560053..61560091,-;157.1762432;109.0938211;115.2040318;95.00872432;84.71842732;176.3118587;113.4580014;85.5622483;85.84382523;83.14228545;71.82330079;46.53449431;144.4087269;103.0864802;149.2286692;153.2060019;148.6210194;353.9932503;142.731471;188.9521299;147.2822054;421.1310019;134.6050643;106.5198938;75.10460307;96.98556659;127.9480863;104.1537628
chr11:61560348..61560419,+;7.605302089;8.84544495;6.498688973;20.40882083;7.962606284;25.37511455;24.05705658;16.39762399;14.65870341;30.22850859;16.06326117;5.266463595;40.46496659;44.7957228;23.08765706;9.639458513;19.75660593;45.47602672;11.65666046;51.71497869;7.875880962;27.51996046;25.10491279;4.26596662;5.614231199;8.952300604;6.779803462;19.09815314
chr11:61584267..61584282,-;5.070201393;0.982827217;1.77236972;0.962779314;0.462942226;3.110524027;6.246437044;1.977975489;0.572256085;0.529456666;1.124829105;1.544207691;4.55299334;4.736608513;1.525318381;2.583660546;2.656521831;3.412207748;4.848820865;4.632515151;7.440181383;4.57198555;4.006103105;4.912325199;1.014745402;0.416103589;4.069672673;2.156729686
chr11:61584295..61584313,-;10.14040279;12.77675382;5.31710916;3.218053148;2.8702418;14.33623559;19.18922793;6.814057149;3.742402643;2.48869724;4.145216993;3.284472639;12.76777437;33.93562676;5.401138978;9.614460048;8.219064171;10.20381995;8.051917313;11.18063492;15.07510616;10.18183463;9.080500372;10.85882412;2.049826849;1.596304832;8.523535089;5.403821986
